,SigC800,SigBr730,EpsC800,EpsBr730,density,density_err
49,0.72482,0.26067,0.89317,1.37406,605.459,1.9
50,0.53900,0.71044,0.19866,2.00978,661.275,1.5
51,0.20355,0.36783,0.50065,1.58824,1369.37,0.83
52,0.25588,0.65423,0.75889,1.90137,919.705,0.86
53,0.52043,0.44257,0.44933,2.44859,1389.01,0.43
54,0.63446,0.47782,0.64260,1.18586,1142.92,2.3
55,0.44432,0.27470,0.08795,2.73246,1381.9,0.97
56,0.38824,0.74194,0.72526,2.37000,621.906,5.2828
57,0.65279,0.40581,0.05481,1.79172,1287.48,0.9
58,0.46464,0.57466,0.85327,2.59346,1284.47,0.66
59,0.27450,0.22988,0.42792,1.01555,1365.61,1.6
60,0.18497,0.51067,0.18849,1.45185,1346.46,1.2
61,0.59483,0.30972,0.62159,2.90518,1236.77,1.9
62,0.70653,0.61835,0.28657,1.73036,841.726,1.2
63,0.37108,0.40882,0.96459,2.18333,1403.48,0.48
64,0.37028,0.72559,0.26607,1.80043,603.255,1.2
65,0.70983,0.38725,0.94226,2.34764,705.532,9.64532
66,0.59623,0.55772,0.14965,1.02240,1214.98,1.7
67,0.18109,0.21084,0.58075,2.56900,1369.52,0.87
68,0.27819,0.52758,0.83142,2.88276,1368.71,0.56
69,0.46305,0.32879,0.40789,1.46061,1382.53,1.3
70,0.64960,0.63475,0.68394,2.15881,951.88,0.19
71,0.38915,0.42734,0.01550,1.73728,1377.97,0.61
72,0.44586,0.59388,0.68334,1.34968,1170.6,0.64
73,0.63072,0.24484,0.12687,2.80302,1247.41,0.96
74,0.51947,0.69298,0.78130,1.56568,734.748,1.7
75,0.25902,0.35252,0.46974,2.01865,1377.01,0.48
76,0.20030,0.67171,0.23806,2.45533,829.232,0.47
77,0.53985,0.45785,0.54187,1.87705,1359.27,0.55
78,0.72875,0.49578,0.36620,2.74128,813.847,1.2
79,0.31361,0.29057,0.91510,1.16336,1373.81,0.92
80,0.32507,0.48129,0.07813,2.19037,1390.04,1.5
81,0.73494,0.27176,0.62512,1.64328,583.78,4.2
82,0.54648,0.64861,0.46679,2.97631,946.978,0.39
83,0.21103,0.44765,0.76869,1.42958,1370.15,1.4
84,0.22968,0.71180,0.52195,1.11597,640.143,2.3
85,0.49424,0.36701,0.21230,2.53799,1385.37,0.94
86,0.60563,0.60408,0.87954,1.83196,1134.92,0.78
87,0.41549,0.26794,0.32498,2.25362,1384.19,0.96
88,0.39717,0.61488,0.97775,2.64782,1104.78,0.27
89,0.66172,0.41176,0.30740,1.19436,1062.5,1.4
90,0.47561,0.51629,0.60078,2.42388,1384.42,1.2
91,0.28548,0.30463,0.17534,1.97103,1375.23,0.96
92,0.15520,0.57330,0.41092,1.53424,1220.16,0.91
93,0.56506,0.23071,0.84393,2.11264,1290.76,0.91
94,0.67881,0.74975,0.06414,1.25622,514.055,1.9
95,0.34337,0.39854,0.74224,2.83401,1404.81,1.2
96,0.35472,0.54966,0.80559,2.30328,1313.59,0.67
97,0.68549,0.20278,0.49508,1.85043,848.211,3.2
98,0.57365,0.71754,0.65808,2.51940,700.211,0.67
99,0.16847,0.37920,0.10248,1.06594,1361.94,0.75
100,0.29081,0.64280,0.36081,1.37780,931.554,1.2
101,0.48564,0.43540,0.90866,2.95559,1426.27,1.3
102,0.67394,0.53564,0.24442,1.66363,1067,1.1
103,0.40471,0.33685,0.54737,2.24203,1392.24,11.6506
104,0.42333,0.68385,0.14334,2.84692,800.806,0.62
105,0.61815,0.34339,0.57548,1.30020,1152.98,1.8
106,0.50396,0.58475,0.27145,2.06877,1211.54,1.9
107,0.23473,0.23571,0.94850,1.52168,1370.74,1.7
108,0.22460,0.50491,0.70916,1.96039,1370.04,0.42
109,0.55536,0.29970,0.03967,2.38205,1366.13,1.7
110,0.74131,0.68084,0.80715,1.23656,575.022,1.5
111,0.33614,0.46699,0.38275,2.65859,1410.41,0.79
112,0.30021,0.65667,0.61096,1.69508,864.485,1.1
113,0.72004,0.45571,0.18464,2.14805,933.236,2.1
114,0.53335,0.48935,0.96852,1.47126,1350.27,0.5
115,0.18911,0.27981,0.29711,2.92459,1381.34,0.88
116,0.25161,0.59602,0.04272,2.61286,1164.5,0.7
117,0.50737,0.25988,0.72168,1.03495,1371.67,0.34
118,0.62053,0.70374,0.43140,2.33472,685.944,2.3
119,0.44036,0.35895,0.86546,1.75644,1398.88,0.92
120,0.38394,0.52542,0.44635,1.14302,1331.58,1.2
121,0.63970,0.31377,0.74739,2.68962,1044.41,1.2
122,0.45066,0.62401,0.09954,1.92883,1062.4,6.2
123,0.27049,0.42089,0.64548,2.47604,1397.32,1.2
124,0.17020,0.74062,0.88872,2.03724,566.534,0.91
125,0.59002,0.38941,0.33504,1.61570,1282.86,0.99
126,0.70083,0.56417,0.51178,2.75336,900.842,1.9
127,0.35659,0.22157,0.20319,1.33121,1371.21,1.5
128,0.35941,0.66718,0.87526,2.90955,874.585,0.78
129,0.69955,0.46420,0.32925,1.48752,899.707,2.9
130,0.58771,0.49931,0.51761,2.13105,1286.64,1.2
131,0.17315,0.28778,0.21664,1.70939,1368.54,0.87
132,0.26738,0.59029,0.46342,1.77265,1161.85,2.2
133,0.45283,0.24756,0.77207,2.31974,1398.63,1.1
134,0.64113,0.69745,0.07481,1.04920,692.043,1.6
135,0.38126,0.34611,0.62844,2.59592,1397.17,0.9
136,0.43739,0.53198,0.06752,2.49103,1349.74,1.2
137,0.62283,0.32258,0.73886,1.91263,1115.82,0.3
138,0.50865,0.63109,0.41425,2.70656,1027.76,0.58
139,0.24879,0.43026,0.84062,1.12877,1363.86,1.3
140,0.19178,0.72932,0.60506,1.31494,578.34,1.4
141,0.53191,0.38440,0.17106,2.76840,1379.87,1.7
142,0.71788,0.55339,0.98208,1.60139,707.656,1.5
143,0.30333,0.21712,0.30306,2.05424,1370.89,0.86
144,0.33303,0.57649,0.68828,1.08025,1221.74,11.551
145,0.74348,0.22731,0.01116,2.50240,1246.97,0.88
146,0.55678,0.74381,0.83571,1.86670,572.765,1.2
147,0.22192,0.40321,0.40362,2.28823,1387.95,1.2
148,0.23755,0.62088,0.15298,2.22509,1062.3,9.2
149,0.50269,0.40716,0.57744,1.67788,1380.13,0.83
150,0.61584,0.51317,0.26945,2.94061,1282.98,1.7
151,0.42629,0.30809,0.93888,1.39401,1396.14,0.6
152,0.40738,0.70874,0.36288,1.50743,660.48,1.9
153,0.67251,0.37027,0.91842,2.08571,876.49,10.8357
154,0.48348,0.61016,0.23468,1.28400,1087.29,0.66
155,0.29393,0.26314,0.54526,2.86191,1382.21,0.97
156,0.16550,0.47515,0.77697,2.67559,1406.82,1.2
157,0.57595,0.27649,0.47409,1.22225,1281.99,1.3
158,0.68677,0.65160,0.67907,2.39709,862.16,0.68
159,0.35191,0.44433,0.13115,1.94412,1386.85,0.76
160,0.34684,0.50736,0.43574,1.41240,1353.66,0.91
161,0.67702,0.29584,0.86113,2.99031,845.766,2.4
162,0.56342,0.67524,0.04699,1.62805,781.968,0.66
163,0.15766,0.47225,0.71741,2.20633,1392.49,0.54
164,0.28287,0.68939,0.97183,2.26769,788.966,3.5
165,0.47711,0.33805,0.29379,1.81472,1379.37,12.2618
166,0.66366,0.58223,0.61434,2.55402,1055.47,1.1
167,0.39384,0.23950,0.18127,1.10068,1372.19,0.98
168,0.41305,0.64022,0.50847,1.98827,996.469,0.38
169,0.60728,0.43939,0.20651,2.40981,1305.86,0.66
170,0.49603,0.54111,0.88534,1.20965,1318.99,1.1
171,0.22620,0.33171,0.33841,2.63180,1382.9,1.2
172,0.21437,0.54426,0.09520,2.82000,1342.14,3.9
173,0.54454,0.20798,0.64982,1.27340,1330.35,1.4
174,0.73343,0.72019,0.44208,2.09668,574.835,1.1
175,0.32767,0.37527,0.75167,1.54946,1378.34,0.56
176,0.31101,0.73575,0.24015,2.58496,591.421,0.64
177,0.73025,0.39515,0.55165,1.00717,626.848,2.5
178,0.54180,0.56843,0.35647,2.36165,1259.49,7.7
179,0.19697,0.21926,0.91300,1.78325,1368.03,1.1
180,0.26249,0.52123,0.65470,1.72199,1343.58,0.94
181,0.51767,0.31615,0.10586,2.17484,1370.66,1.4
182,0.62908,0.62894,0.80228,1.44337,935.358,2.3
183,0.44831,0.41522,0.49841,2.89683,1415.05,1.4
184,0.39249,0.60103,0.81053,2.00263,1132.54,5.8
185,0.64766,0.25401,0.37938,1.58097,1067.42,1.7
186,0.46155,0.69961,0.71248,2.78895,754.604,0.57
187,0.28079,0.36113,0.03635,1.36692,1367.03,1.2
188,0.17865,0.66073,0.27572,1.17859,852.004,1.9
189,0.59788,0.45346,0.94422,2.72532,1267.64,3.8
190,0.71162,0.48428,0.14768,1.89423,1018.74,1.5
191,0.36680,0.28562,0.57115,2.44132,1387.07,12.1218
192,0.37309,0.58305,0.16764,1.57417,1188.46,1.3
193,0.70327,0.23814,0.59305,2.02702,743.173,3.5
194,0.59231,0.68212,0.31509,1.35804,761.886,1.5
195,0.18655,0.34586,0.98548,2.81150,1385.37,0.99
196,0.27277,0.67817,0.73486,2.74964,814.436,0.34
197,0.46701,0.46878,0.05679,1.17185,1358.32,0.87
198,0.65620,0.50228,0.85131,2.46381,1058.15,0.82
199,0.38638,0.30146,0.41827,1.88541,1383.66,0.69
200,0.44276,0.71937,0.76099,1.02956,626.685,9.3959
201,0.63699,0.37663,0.45906,2.57628,1129.5,1.4
202,0.52368,0.55153,0.63282,1.80768,1290.59,0.93
203,0.25386,0.20018,0.08586,2.35477,1369.14,0.69
204,0.20542,0.53817,0.31760,2.16609,1327.71,1.6
205,0.53560,0.33519,0.87219,1.74443,1350.54,1.3
206,0.72243,0.64530,0.21968,2.88989,872.43,0.66
207,0.31667,0.43377,0.52929,1.46787,1375.17,0.8
208,0.31964,0.62114,0.47712,2.43237,1053.78,0.9
209,0.73888,0.42249,0.78865,1.97939,601.896,2.7
210,0.55307,0.52259,0.11950,2.65618,1354.97,0.9
211,0.20824,0.31533,0.67600,1.20284,1366.36,0.96
212,0.23244,0.56281,0.92280,1.26458,1253.9,1.8
213,0.48761,0.22434,0.37393,2.84249,1379.68,1.6
214,0.60166,0.73923,0.53417,1.54271,571.555,2.5
215,0.42089,0.39222,0.23033,2.12099,1389.13,0.49
216,0.40231,0.49208,0.58813,2.98346,1422.28,1.8
217,0.65748,0.27835,0.15700,1.43686,1149.72,1.4
218,0.46932,0.65937,0.93488,2.19762,913.643,0.32
219,0.28856,0.45428,0.25872,1.65041,1376.14,0.94
220,0.15216,0.70523,0.02320,1.83923,672.554,8.18224
221,0.57140,0.35605,0.69167,2.26077,1296.8,1.4
222,0.68309,0.59755,0.40020,1.12309,885.356,1.8
223,0.33826,0.25694,0.82370,2.54524,1385.09,1.1
224,0.35049,0.69018,0.63826,2.07702,730.944,0.44
225,0.69063,0.35391,0.09228,1.52981,1128.77,2.4
226,0.57673,0.59111,0.75461,2.85503,1198.76,1.1
227,0.16218,0.24620,0.45361,1.30843,1368.4,0.67
228,0.29714,0.49422,0.19534,1.24469,1352.9,1.4
229,0.48259,0.29341,0.50397,2.66684,1390.09,1.9
230,0.66884,0.67011,0.34288,1.96861,768.978,1.1
231,0.40898,0.46072,0.89654,2.39015,1416.81,1.3
232,0.42727,0.56066,0.28989,2.52679,1317.37,3.1
233,0.61272,0.20931,0.96126,1.07345,1121.2,0.73
234,0.50117,0.72850,0.19187,2.31078,609.551,1.2
235,0.24131,0.38576,0.61821,1.85781,1376.43,0.95
236,0.21797,0.63617,0.85761,1.67114,954.464,1.3
237,0.55811,0.42464,0.42358,2.24941,1346.12,1.1
238,0.74671,0.52905,0.72953,1.38518,593.126,1.2
239,0.33216,0.32605,0.05053,2.96309,1384.37,0.67
240,0.30649,0.51453,0.95635,1.93709,1365.04,1.5
241,0.71694,0.30727,0.27926,2.48418,783.549,2.6
242,0.52819,0.61308,0.56763,1.15113,1088.76,1.4
243,0.19332,0.41443,0.13552,2.69785,1399.2,1.1
244,0.24735,0.74728,0.38998,2.76149,615.454,0.28
245,0.51249,0.40027,0.81441,1.33946,1370.95,10.7451
246,0.62360,0.57087,0.03245,2.04547,1222.78,7.5
247,0.43404,0.23240,0.70190,1.62381,1391.42,0.87
248,0.37738,0.65024,0.11033,1.47865,894.661,1.5
249,0.64251,0.44515,0.66590,2.93211,1102.21,0.55
250,0.45611,0.48295,0.48723,1.70258,1383.67,1.2
251,0.26656,0.26922,0.79778,2.15543,1375.11,0.51
252,0.17415,0.60668,0.55459,2.34223,1131.36,0.7
253,0.58460,0.26608,0.25168,1.76384,1295.76,1.5
254,0.69806,0.71436,0.90144,2.62025,690.628,0.28
255,0.36320,0.36518,0.35355,1.04246,1371.1,1.2
256,0.36151,0.71532,0.09392,2.38326,698.763,0.61
257,0.69638,0.36402,0.63986,1.96111,792.175,1.6
258,0.58512,0.60820,0.45198,2.66910,1116.97,6.7
259,0.17466,0.26543,0.75301,1.24756,1367.43,1.1
260,0.26590,0.48150,0.50616,1.30873,1360.64,0.58
261,0.45546,0.26994,0.19756,2.85594,1384.65,1.1
262,0.64434,0.64934,0.89435,1.52487,855.069,6.1
263,0.37920,0.44639,0.34066,2.07147,1394.29,0.54
264,0.43588,0.56989,0.96289,2.96657,1288.85,0.98
265,0.62542,0.23358,0.29149,1.38830,1182.82,2.2
266,0.51183,0.74579,0.61658,2.24276,616.425,0.65
267,0.24670,0.40090,0.19027,1.66485,1373.2,0.95
268,0.19384,0.61452,0.42578,1.85311,1109.32,0.65
269,0.52870,0.41373,0.85984,2.30645,1377.02,0.55
270,0.71525,0.51545,0.04834,1.07497,1141.49,1.3
271,0.30481,0.30602,0.72731,2.52795,1383.72,0.92
272,0.33150,0.52994,0.28090,1.61838,1330.92,1.3
273,0.74605,0.32482,0.95795,2.04041,535.19,9.95138
274,0.55994,0.63762,0.13388,1.34025,956.437,10.4764
275,0.21980,0.42393,0.56603,2.76192,1402.47,0.56
276,0.23963,0.72697,0.81660,2.70059,670.937,0.069
277,0.49949,0.38641,0.39220,1.15351,1367.56,1.6
278,0.61323,0.55969,0.69971,2.47679,1221.3,11.1747
279,0.42778,0.21048,0.03022,1.93007,1368.55,0.91
280,0.40949,0.66920,0.66753,1.04349,831.274,0.42
281,0.66935,0.46197,0.11193,2.62189,1233.53,1.2
282,0.48091,0.49279,0.79614,1.75962,1386.85,0.26
283,0.29546,0.29410,0.48563,2.33741,1380.2,1.6
284,0.16401,0.59262,0.25387,2.14927,1178.19,0.91
285,0.57856,0.24556,0.55682,1.69581,1269.61,0.96
286,0.68996,0.69117,0.35136,2.93510,747.881,0.73
287,0.34983,0.35273,0.89921,1.48225,1381.6,11.8043
288,0.33892,0.59907,0.59516,1.88804,1168.86,0.9
289,0.68375,0.25630,0.16971,2.46583,1039.85,1.4
290,0.56957,0.70620,0.98337,1.16410,703.453,2.3
291,0.15033,0.35489,0.31302,2.74250,1387.34,0.98
292,0.29024,0.65847,0.05851,2.80570,898.254,0.27
293,0.47101,0.45552,0.73662,1.35285,1386.78,0.62
294,0.65697,0.49063,0.41654,2.02769,1086.15,1.4
295,0.40179,0.27907,0.84956,1.57423,1392.52,12.1896
296,0.42038,0.73773,0.46117,1.46183,566.078,0.42
297,0.60114,0.39284,0.76306,2.88349,1229.59,0.9
298,0.48930,0.56183,0.08376,1.74779,1260.64,1.1
299,0.23412,0.22552,0.63074,2.16981,1370.32,0.79
300,0.20641,0.52351,0.87391,2.35617,1361.79,1.2
301,0.55124,0.31407,0.31936,1.80945,1339.01,0.93
302,0.73954,0.62258,0.52757,2.57219,721.521,1.7
303,0.32030,0.42179,0.21792,1.02510,1360.22,1.3
304,0.31836,0.64675,0.79075,2.12117,954.22,0.57
305,0.72412,0.43306,0.47919,1.54326,706.015,12.7792
306,0.53509,0.53907,0.67389,2.83718,1330.6,1.1
307,0.20491,0.33396,0.11742,1.25890,1368.41,1.2
308,0.25452,0.55056,0.37565,1.19558,1285.88,1.7
309,0.52435,0.20135,0.92455,2.64855,1360.95,1.2
310,0.63516,0.71784,0.22861,1.98153,629.486,7.61246
311,0.44092,0.37728,0.53242,2.43487,1399.83,1.1
312,0.38455,0.50085,0.15910,2.54066,1393.77,1.1
313,0.65437,0.30215,0.59020,1.11913,985.587,0.44
314,0.46767,0.67726,0.25662,2.26266,824.995,0.24
315,0.27343,0.47003,0.93281,1.84051,1383.49,0.82
316,0.18603,0.68311,0.69339,1.65425,753.382,0.84
317,0.59179,0.34467,0.02495,2.20085,1360.75,1.3
318,0.70495,0.58456,0.82197,1.43033,762.756,1.1
319,0.37478,0.23751,0.39844,2.97754,1382.28,0.69
320,0.36629,0.48551,0.86272,1.09463,1363.31,0.64
321,0.71111,0.28473,0.43737,2.54761,737.587,4.6
322,0.59957,0.66144,0.71581,1.81807,889.612,0.82
323,0.18033,0.45201,0.04536,2.27141,1394.78,1.2
324,0.27895,0.69896,0.29602,2.20773,730.717,0.45
325,0.45972,0.36266,0.97404,1.62982,1398.83,1.3
326,0.64832,0.59986,0.17904,2.98622,1123.22,0.39
327,0.39314,0.25498,0.61214,1.40795,1384.38,0.78
328,0.44897,0.62770,0.20811,1.55209,1034.61,11
329,0.62973,0.41613,0.51010,2.09869,1152.63,1.5
330,0.51584,0.52054,0.33682,1.26565,1327.8,1.4
331,0.26066,0.31758,0.88372,2.81286,1383.75,1.1
332,0.19866,0.56907,0.65205,2.62600,1263.14,6.4
333,0.54348,0.21775,0.09740,1.20446,1350.71,1.2
334,0.72973,0.73694,0.74944,2.41048,599.546,3.6
335,0.31049,0.39417,0.43988,1.98833,1381.24,1.5
336,0.32584,0.72135,0.55325,2.89226,676.616,0.64
337,0.73160,0.37431,0.24178,1.43941,747.914,4.5
338,0.54520,0.54490,0.91140,2.17673,1295.83,0.57
339,0.21503,0.20647,0.35485,1.72327,1365.28,0.76
340,0.22569,0.54039,0.10809,1.78709,1315.05,1.4
341,0.49551,0.33317,0.65690,2.36488,1387.6,1.3
342,0.60897,0.63898,0.49617,1.00064,936.001,1.3
343,0.41473,0.44030,0.80008,2.57904,1419.86,0.49
344,0.39552,0.58105,0.38097,2.44151,1238.74,0.97
345,0.66535,0.24048,0.81216,1.89478,895.004,1.2
346,0.47660,0.68877,0.03475,2.72001,783.425,0.48
347,0.28236,0.33955,0.71085,1.17292,1369.76,0.95
348,0.15832,0.67594,0.94645,1.35966,780.12,1.9
349,0.56408,0.47081,0.27792,2.78132,1370.04,0.91
350,0.67519,0.50862,0.56892,1.58310,947.881,1.7
351,0.34501,0.29492,0.14548,2.00513,1375.79,1.2
352,0.35374,0.65231,0.33134,2.59940,931.376,1.4
353,0.68860,0.44288,0.87737,1.05232,803.493,1.1
354,0.57529,0.47638,0.21456,2.31308,1351.89,0.98
355,0.16484,0.27560,0.51550,1.76636,1370.62,1.1
356,0.29444,0.60898,0.77382,1.70469,1125.15,1.3
357,0.48399,0.26411,0.46513,2.12672,1382.82,1.5
358,0.67083,0.70809,0.62669,1.48905,646.461,1.3
359,0.40569,0.37179,0.07310,2.91071,1394.55,1.1
360,0.42461,0.51248,0.74094,2.04735,1381.82,1.3
361,0.61415,0.30952,0.06963,1.59388,1310.47,1.4
362,0.50320,0.61964,0.83854,2.77066,1073.96,0.27
363,0.23806,0.40807,0.41213,1.31781,1368.51,1.4
364,0.22126,0.74500,0.17281,1.12907,530.385,7.8275
365,0.55612,0.40222,0.60678,2.70747,1346.35,0.88
366,0.74531,0.57713,0.30131,1.90769,749.502,0.8
367,0.33486,0.22581,0.98037,2.48548,1386.45,0.79
368,0.30384,0.55403,0.01324,1.39505,1278.35,1.1
369,0.71840,0.21560,0.69039,2.94226,652.564,3.8
370,0.53023,0.73048,0.40154,1.67367,596.612,0.83
371,0.19009,0.38344,0.83360,2.22027,1383.69,0.53
372,0.25062,0.62985,0.57918,2.28207,1017.47,2.9
373,0.51049,0.43116,0.15469,1.85992,1375.65,0.9
374,0.62218,0.53127,0.93713,2.50539,1198.77,0.4
375,0.43673,0.32404,0.26773,1.08385,1372.8,0.96
376,0.38061,0.69682,0.92050,1.93869,708.12,0.59
377,0.64047,0.34760,0.36499,2.39203,1128.68,1.7
378,0.45466,0.58911,0.54317,1.22304,1187.23,0.64
379,0.26921,0.24853,0.23257,2.67601,1375.82,1.8
380,0.17147,0.50056,0.47583,2.86465,1402,0.85
381,0.58602,0.28686,0.77869,1.28638,1238.5,0.87
382,0.70006,0.66788,0.12940,2.07833,771.604,0.73
383,0.35993,0.46276,0.67735,1.50042,1379.73,1.1
384,0.35842,0.56353,0.49286,2.23452,1293.46,0.56
385,0.70266,0.22309,0.80340,1.65673,712.68,1.5
386,0.58936,0.73946,0.10470,2.95846,637.126,0.43
387,0.16953,0.39037,0.66027,1.38006,1367.38,1.3
388,0.27100,0.62524,0.90706,1.06686,1024.02,0.76
389,0.45118,0.41999,0.35917,2.51971,1404.97,1.6
390,0.63802,0.52614,0.54897,1.84487,1110.93,1.2
391,0.38226,0.31231,0.24605,2.29833,1382.29,1.2
392,0.43867,0.70436,0.57325,2.66170,743.605,0.54
393,0.61885,0.35746,0.14114,1.24004,1267.64,1.9
394,0.50788,0.59720,0.95072,2.37576,1195.76,0.99
395,0.25212,0.25891,0.27364,1.95373,1372.25,1.5
396,0.18845,0.48809,0.03807,1.51735,1364.24,10.4201
397,0.53269,0.28073,0.70753,2.06407,1353.19,0.48
398,0.72187,0.65597,0.38435,1.30136,686.997,1.9
399,0.30204,0.45715,0.80878,2.84845,1416.36,0.36
400,0.33665,0.68013,0.18242,1.75138,765.359,1.2
401,0.74183,0.46843,0.60876,2.32929,643.504,1.3
402,0.55367,0.50368,0.29934,1.03538,1310.06,1.3
403,0.22291,0.30059,0.97071,2.61366,1380.77,1.2
404,0.23656,0.58592,0.72008,2.92698,1212,0.77
405,0.50580,0.23474,0.04108,1.47400,1368.15,1.7
406,0.61749,0.68451,0.86706,2.14103,804.401,0.37
407,0.42267,0.34187,0.43304,1.68769,1384.18,0.71
408,0.40405,0.53633,0.74516,1.33286,1327.27,0.6
409,0.67328,0.33542,0.44416,2.75440,953.361,1.8
410,0.48746,0.64405,0.64771,1.61088,971.928,1.3
411,0.29264,0.43449,0.10173,2.03303,1386.83,0.76
412,0.16679,0.71635,0.33343,2.46927,645.262,1.3
413,0.57196,0.38018,0.88709,1.92267,1288.17,0.94
414,0.68600,0.54903,0.20479,2.69322,1088.56,0.97
415,0.35524,0.20429,0.51342,1.14601,1373.12,0.8
416,0.34285,0.74859,0.94050,1.73929,540.226,1.3
417,0.67830,0.39950,0.26435,2.16144,1034.53,1.6
418,0.56675,0.57266,0.58250,1.45347,1197.12,1.4
419,0.15688,0.23222,0.15138,2.87501,1375.82,1.7
420,0.28365,0.51701,0.40582,2.56381,1377.92,0.68
421,0.47378,0.30318,0.82932,1.01660,1386.03,0.9
422,0.66238,0.61612,0.01758,2.34770,1062.82,0.42
423,0.39783,0.41086,0.68605,1.80110,1394.22,0.61
424,0.41616,0.60526,0.12512,1.15696,1111.13,1.8
425,0.60629,0.26696,0.68162,2.73523,1183.13,0.72
426,0.49240,0.71242,0.47150,1.88078,659.791,0.96
427,0.22785,0.36551,0.78302,2.45869,1385.73,1.6
428,0.21272,0.64791,0.53980,2.02042,958.519,0.56
429,0.54816,0.44909,0.23595,1.56708,1350.75,0.77
430,0.73442,0.48004,0.91718,2.79856,661.794,2.5
431,0.32456,0.27268,0.36830,1.34559,1373.27,1.1
432,0.31178,0.49455,0.62337,2.25417,1391.55,0.98
433,0.72692,0.29146,0.07641,1.83214,1005.64,2.1
434,0.54051,0.67100,0.77044,2.53232,851.547,0.25
435,0.20096,0.45930,0.46851,1.11066,1359.42,0.88
436,0.25850,0.69363,0.21023,1.42195,711.913,1.3
437,0.51896,0.35100,0.51984,2.96904,1381.72,0.96
438,0.63240,0.59505,0.32705,1.64578,1050.33,1.4
439,0.44754,0.24387,0.88164,2.19250,1401.1,1.5
440,0.39083,0.63599,0.30564,2.83004,999.645,0.64
441,0.65128,0.42643,0.97603,1.25164,973.871,1.1
442,0.46254,0.52828,0.17709,2.11392,1351.45,0.77
443,0.27768,0.32736,0.60250,1.53613,1373.85,0.84
444,0.18175,0.55709,0.84186,1.97427,1276.68,1.3
445,0.59689,0.21234,0.40882,2.42773,1237.27,1.1
446,0.70800,0.72441,0.74431,1.18844,563.586,2.9
447,0.36845,0.38824,0.06624,2.64129,1391.86,0.63
448,0.37174,0.61690,0.70303,1.27413,1061.77,1.5
449,0.70719,0.40953,0.02690,2.82122,1282.81,0.5
450,0.59300,0.50978,0.81998,1.56044,1227.21,1.6
451,0.18313,0.31095,0.38883,2.10717,1376.88,2.4
452,0.27618,0.57563,0.13823,2.41885,1256.8,5.8
