,SigC800,SigBr730,EpsC800,EpsBr730
119,0.2671875,0.7359375,0.49234375,2.640625
120,0.2296875,0.1734375,0.92109375,2.015625
121,0.5296875,0.47343749999999996,0.43109375,1.015625
122,0.6796875,0.3234375,0.67609375,2.515625
123,0.37968749999999996,0.6234375,0.18609375,1.515625
124,0.3046875,0.3984375,0.30859375,1.765625
125,0.6046874999999999,0.6984375,0.79859375,2.765625
126,0.4546875,0.24843749999999998,0.06359374999999999,1.265625
127,0.1546875,0.5484375,0.55359375,2.265625
128,0.15703124999999998,0.34921875,0.297109375,1.3828125
129,0.45703125,0.64921875,0.787109375,2.3828125
130,0.60703125,0.19921875,0.052109375,1.8828125
131,0.30703125,0.49921874999999993,0.542109375,2.8828125
132,0.38203125,0.27421874999999996,0.9096093749999999,2.6328125
133,0.68203125,0.57421875,0.419609375,1.6328125
134,0.53203125,0.42421875,0.664609375,2.1328125
135,0.23203125,0.72421875,0.174609375,1.1328125
136,0.26953125,0.16171875,0.725859375,1.5078125
137,0.5695312499999999,0.46171874999999996,0.235859375,2.5078125
138,0.71953125,0.31171875,0.970859375,1.0078125
139,0.41953125,0.61171875,0.480859375,2.0078125
140,0.34453124999999996,0.38671875,0.113359375,2.2578125
141,0.64453125,0.68671875,0.603359375,1.2578125
142,0.49453125,0.23671874999999998,0.358359375,2.7578125
143,0.19453125,0.53671875,0.848359375,1.7578125
144,0.21328124999999998,0.25546875,0.205234375,2.1953125
145,0.51328125,0.55546875,0.695234375,1.1953125
146,0.66328125,0.40546874999999993,0.450234375,2.6953125
147,0.36328125,0.70546875,0.940234375,1.6953125
148,0.43828124999999996,0.33046875,0.572734375,1.9453125
149,0.73828125,0.63046875,0.082734375,2.9453125
150,0.58828125,0.18046874999999998,0.817734375,1.4453125
151,0.28828125,0.48046875,0.327734375,2.4453125
152,0.25078125,0.44296875,0.756484375,2.8203125
153,0.55078125,0.74296875,0.266484375,1.8203125
154,0.70078125,0.29296875,0.511484375,2.3203125
155,0.40078125,0.5929687499999999,0.021484375,1.3203125
156,0.32578125,0.21796875,0.388984375,1.0703125
157,0.62578125,0.51796875,0.878984375,2.0703125
158,0.47578124999999993,0.36796874999999996,0.143984375,1.5703125
159,0.17578125,0.66796875,0.633984375,2.5703125
160,0.18515625,0.18984374999999998,0.986171875,2.4765625
161,0.48515624999999996,0.48984375,0.496171875,1.4765625
162,0.63515625,0.33984375,0.741171875,2.9765625
163,0.33515625,0.6398437499999999,0.251171875,1.9765625
164,0.41015625,0.41484374999999996,0.373671875,1.7265625
165,0.71015625,0.71484375,0.863671875,2.7265625
166,0.56015625,0.26484375,0.128671875,1.2265625
167,0.26015625,0.56484375,0.618671875,2.2265625
168,0.29765624999999996,0.30234375,0.06742187499999999,2.6015625
169,0.59765625,0.60234375,0.557421875,1.6015625
170,0.74765625,0.15234375,0.312421875,2.1015625
171,0.44765625,0.45234374999999993,0.802421875,1.1015625
172,0.37265625,0.22734375,0.679921875,1.3515625
173,0.67265625,0.52734375,0.18992187500000002,2.3515625
174,0.5226562499999999,0.37734375,0.924921875,1.8515625
175,0.22265625,0.67734375,0.434921875,2.8515625
176,0.20390624999999998,0.39609375,0.526796875,1.1640625
177,0.50390625,0.69609375,0.036796875,2.1640625
178,0.65390625,0.24609375,0.771796875,1.6640625
179,0.35390625,0.5460937499999999,0.281796875,2.6640625
180,0.42890624999999993,0.17109375,0.159296875,2.9140625
181,0.72890625,0.47109375,0.649296875,1.9140625
182,0.57890625,0.32109374999999996,0.404296875,2.4140625
183,0.27890625,0.62109375,0.894296875,1.4140625
184,0.24140625,0.28359375,0.465546875,1.7890625
185,0.54140625,0.58359375,0.955546875,2.7890625
186,0.69140625,0.43359375,0.220546875,1.2890625
187,0.39140624999999996,0.73359375,0.710546875,2.2890625
188,0.31640625,0.35859375,0.833046875,2.0390625
189,0.6164062499999999,0.65859375,0.34304687500000003,1.0390625
190,0.46640625,0.20859375,0.588046875,2.5390625
191,0.16640625,0.50859375,0.09804687499999999,1.5390625
192,0.16171875,0.26953125,0.595703125,2.8046875
193,0.46171874999999996,0.5695312499999999,0.105703125,1.8046875
194,0.61171875,0.41953125,0.840703125,2.3046875
195,0.31171875,0.71953125,0.350703125,1.3046875
196,0.38671875,0.34453124999999996,0.228203125,1.0546875
197,0.68671875,0.64453125,0.7182031249999999,2.0546875
198,0.53671875,0.19453125,0.473203125,1.5546875
199,0.23671874999999998,0.49453125,0.9632031249999999,2.5546875
200,0.27421874999999996,0.38203125,0.411953125,2.1796875
201,0.57421875,0.68203125,0.901953125,1.1796875
202,0.72421875,0.23203125,0.166953125,2.6796875
203,0.42421875,0.53203125,0.656953125,1.6796875
204,0.34921875,0.15703124999999998,0.779453125,1.9296875
205,0.64921875,0.45703125,0.289453125,2.9296875
206,0.49921874999999993,0.30703125,0.534453125,1.4296875
207,0.19921875,0.60703125,0.044453125,2.4296875
208,0.21796875,0.32578125,0.871328125,1.6171875
209,0.51796875,0.62578125,0.381328125,2.6171875
210,0.66796875,0.17578125,0.626328125,1.1171875
211,0.36796874999999996,0.47578124999999993,0.136328125,2.1171875
212,0.44296875,0.25078125,0.25882812499999996,2.3671875
213,0.74296875,0.55078125,0.748828125,1.3671875
214,0.5929687499999999,0.40078125,0.013828125,2.8671875
215,0.29296875,0.70078125,0.503828125,1.8671875
216,0.25546875,0.21328124999999998,0.075078125,1.4921875
217,0.55546875,0.51328125,0.565078125,2.4921875
218,0.70546875,0.36328125,0.320078125,1.9921875
219,0.40546874999999993,0.66328125,0.810078125,2.9921875
220,0.33046875,0.43828124999999996,0.687578125,2.7421875
221,0.63046875,0.73828125,0.197578125,1.7421875
222,0.48046875,0.28828125,0.932578125,2.2421875
223,0.18046874999999998,0.58828125,0.442578125,1.2421875
224,0.17109375,0.42890624999999993,0.18226562500000001,1.8359375
225,0.47109375,0.72890625,0.672265625,2.8359375
226,0.62109375,0.27890625,0.427265625,1.3359375
227,0.32109374999999996,0.57890625,0.917265625,2.3359375
228,0.39609375,0.20390624999999998,0.549765625,2.0859375
229,0.69609375,0.50390625,0.059765625,1.0859375
230,0.5460937499999999,0.35390625,0.794765625,2.5859375
231,0.24609375,0.65390625,0.304765625,1.5859375
232,0.28359375,0.24140625,0.856015625,1.2109375
233,0.58359375,0.54140625,0.366015625,2.2109375
234,0.73359375,0.39140624999999996,0.611015625,1.7109375
235,0.43359375,0.69140625,0.12101562499999999,2.7109375
236,0.35859375,0.31640625,0.488515625,2.9609375
237,0.65859375,0.6164062499999999,0.978515625,1.9609375
238,0.50859375,0.16640625,0.243515625,2.4609375
239,0.20859375,0.46640625,0.733515625,1.4609375
240,0.18984374999999998,0.18515625,0.335390625,2.5234375
241,0.48984375,0.48515624999999996,0.825390625,1.5234375
242,0.6398437499999999,0.33515625,0.09039062499999999,2.0234375
243,0.33984375,0.63515625,0.580390625,1.0234375
244,0.41484374999999996,0.41015625,0.947890625,1.2734375
245,0.71484375,0.71015625,0.457890625,2.2734375
246,0.56484375,0.26015625,0.702890625,1.7734375
247,0.26484375,0.56015625,0.212890625,2.7734375
248,0.22734375,0.37265625,0.641640625,2.3984375
249,0.52734375,0.67265625,0.151640625,1.3984375
250,0.67734375,0.22265625,0.886640625,2.8984375
251,0.37734375,0.5226562499999999,0.396640625,1.8984375
252,0.30234375,0.29765624999999996,0.029140625000000003,1.6484375
253,0.60234375,0.59765625,0.519140625,2.6484375
254,0.45234374999999993,0.44765625,0.274140625,1.1484375
255,0.15234375,0.74765625,0.764140625,2.1484375
256,0.153515625,0.448828125,0.6741796875,1.58984375
257,0.453515625,0.748828125,0.1841796875,2.58984375
258,0.603515625,0.298828125,0.9191796875,1.08984375
259,0.30351562499999996,0.5988281249999999,0.4291796875,2.08984375
260,0.378515625,0.223828125,0.061679687500000004,2.33984375
261,0.678515625,0.523828125,0.5516796875,1.33984375
262,0.5285156249999999,0.37382812499999996,0.3066796875,2.83984375
263,0.228515625,0.673828125,0.7966796875,1.83984375
264,0.266015625,0.261328125,0.3679296875,1.46484375
265,0.566015625,0.561328125,0.8579296875,2.46484375
266,0.716015625,0.41132812499999993,0.1229296875,1.96484375
267,0.416015625,0.711328125,0.6129296875,2.96484375
268,0.341015625,0.336328125,0.9804296875,2.71484375
269,0.641015625,0.636328125,0.4904296875,1.71484375
270,0.49101562499999996,0.18632812499999998,0.7354296875,2.21484375
271,0.191015625,0.486328125,0.2454296875,1.21484375
272,0.20976562499999998,0.167578125,0.8273046875,2.77734375
273,0.509765625,0.46757812499999996,0.3373046875,1.77734375
274,0.659765625,0.317578125,0.5823046875,2.27734375
275,0.359765625,0.617578125,0.0923046875,1.27734375
276,0.43476562499999993,0.392578125,0.4598046875,1.02734375
277,0.734765625,0.692578125,0.9498046875,2.02734375
278,0.584765625,0.24257812499999998,0.2148046875,1.52734375
279,0.284765625,0.542578125,0.7048046875,2.52734375
280,0.247265625,0.355078125,0.1535546875,2.15234375
281,0.547265625,0.655078125,0.6435546875,1.15234375
282,0.697265625,0.205078125,0.3985546875,2.65234375
283,0.39726562499999996,0.5050781249999999,0.8885546875,1.65234375
284,0.322265625,0.28007812499999996,0.5210546875,1.90234375
285,0.6222656249999999,0.580078125,0.031054687499999997,2.90234375
286,0.472265625,0.430078125,0.7660546874999999,1.40234375
287,0.172265625,0.730078125,0.2760546875,2.40234375
288,0.181640625,0.289453125,0.10761718749999999,2.55859375
289,0.48164062499999993,0.589453125,0.5976171875,1.55859375
290,0.631640625,0.439453125,0.3526171875,2.05859375
291,0.331640625,0.739453125,0.8426171875,1.05859375
292,0.406640625,0.364453125,0.7201171875,1.30859375
293,0.706640625,0.664453125,0.23011718750000001,2.30859375
294,0.556640625,0.214453125,0.9651171875,1.80859375
295,0.256640625,0.514453125,0.4751171875,2.80859375
296,0.294140625,0.401953125,0.9038671875,2.43359375
297,0.594140625,0.701953125,0.4138671875,1.43359375
298,0.744140625,0.251953125,0.6588671875,2.93359375
299,0.44414062499999996,0.5519531249999999,0.16886718750000002,1.93359375
300,0.369140625,0.176953125,0.2913671875,1.68359375
301,0.669140625,0.476953125,0.7813671875,2.68359375
302,0.519140625,0.32695312499999996,0.046367187500000004,1.18359375
303,0.21914062499999998,0.626953125,0.5363671875,2.18359375
304,0.200390625,0.308203125,0.3832421875,1.87109375
305,0.500390625,0.608203125,0.8732421875,2.87109375
306,0.650390625,0.158203125,0.1382421875,1.37109375
307,0.35039062499999996,0.45820312499999993,0.6282421875,2.37109375
308,0.425390625,0.233203125,0.7507421875,2.12109375
309,0.725390625,0.533203125,0.2607421875,1.12109375
310,0.5753906249999999,0.383203125,0.5057421875,2.62109375
311,0.275390625,0.683203125,0.0157421875,1.62109375
312,0.237890625,0.19570312499999998,0.5669921875,1.24609375
313,0.537890625,0.495703125,0.07699218749999999,2.24609375
314,0.687890625,0.345703125,0.8119921875,1.74609375
315,0.387890625,0.6457031249999999,0.3219921875,2.74609375
316,0.312890625,0.42070312499999996,0.1994921875,2.99609375
317,0.612890625,0.720703125,0.6894921875,1.99609375
318,0.462890625,0.270703125,0.4444921875,2.49609375
319,0.16289062499999998,0.570703125,0.9344921875,1.49609375
320,0.167578125,0.20976562499999998,0.4980859375,2.23046875
321,0.46757812499999996,0.509765625,0.9880859375,1.23046875
322,0.617578125,0.359765625,0.25308593749999997,2.73046875
323,0.317578125,0.659765625,0.7430859375,1.73046875
324,0.392578125,0.43476562499999993,0.8655859375,1.98046875
325,0.692578125,0.734765625,0.3755859375,2.98046875
326,0.542578125,0.284765625,0.6205859375,1.48046875
327,0.24257812499999998,0.584765625,0.1305859375,2.48046875
328,0.28007812499999996,0.322265625,0.5593359375,2.85546875
329,0.580078125,0.6222656249999999,0.0693359375,1.85546875
330,0.730078125,0.172265625,0.8043359375,2.35546875
331,0.430078125,0.472265625,0.3143359375,1.35546875
332,0.355078125,0.247265625,0.1918359375,1.10546875
333,0.655078125,0.547265625,0.6818359375,2.10546875
334,0.5050781249999999,0.39726562499999996,0.4368359375,1.60546875
335,0.205078125,0.697265625,0.9268359375,2.60546875
336,0.223828125,0.378515625,0.0387109375,1.41796875
337,0.523828125,0.678515625,0.5287109375,2.41796875
338,0.673828125,0.228515625,0.2837109375,1.91796875
339,0.37382812499999996,0.5285156249999999,0.7737109375,2.91796875
340,0.448828125,0.153515625,0.6512109375,2.66796875
341,0.748828125,0.453515625,0.1612109375,1.66796875
342,0.5988281249999999,0.30351562499999996,0.8962109375,2.16796875
343,0.298828125,0.603515625,0.4062109375,1.16796875
344,0.261328125,0.266015625,0.9574609374999999,1.54296875
345,0.561328125,0.566015625,0.4674609375,2.54296875
346,0.711328125,0.416015625,0.7124609375,1.04296875
347,0.41132812499999993,0.716015625,0.2224609375,2.04296875
348,0.336328125,0.341015625,0.3449609375,2.29296875
349,0.636328125,0.641015625,0.8349609375,1.29296875
350,0.486328125,0.191015625,0.0999609375,2.79296875
351,0.18632812499999998,0.49101562499999996,0.5899609375,1.79296875
352,0.176953125,0.369140625,0.7890234375,1.13671875
353,0.476953125,0.669140625,0.2990234375,2.13671875
354,0.626953125,0.21914062499999998,0.5440234375,1.63671875
355,0.32695312499999996,0.519140625,0.0540234375,2.63671875
356,0.401953125,0.294140625,0.4215234375,2.88671875
357,0.701953125,0.594140625,0.9115234375,1.88671875
358,0.5519531249999999,0.44414062499999996,0.17652343750000002,2.38671875
359,0.251953125,0.744140625,0.6665234375,1.38671875
360,0.289453125,0.181640625,0.23777343750000002,1.76171875
361,0.589453125,0.48164062499999993,0.7277734375,2.76171875
362,0.739453125,0.331640625,0.4827734375,1.26171875
363,0.439453125,0.631640625,0.9727734375,2.26171875
364,0.364453125,0.406640625,0.6052734375,2.01171875
365,0.664453125,0.706640625,0.11527343749999999,1.01171875
366,0.514453125,0.256640625,0.8502734375,2.51171875
367,0.214453125,0.556640625,0.3602734375,1.51171875
368,0.19570312499999998,0.237890625,0.6971484375,2.44921875
369,0.495703125,0.537890625,0.2071484375,1.44921875
370,0.6457031249999999,0.387890625,0.9421484375,2.94921875
371,0.345703125,0.687890625,0.4521484375,1.94921875
372,0.42070312499999996,0.312890625,0.08464843749999999,1.69921875
373,0.720703125,0.612890625,0.5746484375,2.69921875
374,0.570703125,0.16289062499999998,0.3296484375,1.19921875
375,0.270703125,0.462890625,0.8196484375,2.19921875
376,0.233203125,0.425390625,0.26839843750000003,2.57421875
377,0.533203125,0.725390625,0.7583984375,1.57421875
378,0.683203125,0.275390625,0.0233984375,2.07421875
379,0.383203125,0.5753906249999999,0.5133984375,1.07421875
380,0.308203125,0.200390625,0.8808984375,1.32421875
381,0.608203125,0.500390625,0.39089843750000003,2.32421875
382,0.45820312499999993,0.35039062499999996,0.6358984375,1.82421875
383,0.158203125,0.650390625,0.1458984375,2.82421875
384,0.155859375,0.249609375,0.8923828125,1.95703125
385,0.45585937499999996,0.549609375,0.4023828125,2.95703125
386,0.605859375,0.399609375,0.6473828125,1.45703125
387,0.305859375,0.699609375,0.1573828125,2.45703125
388,0.380859375,0.324609375,0.2798828125,2.20703125
389,0.680859375,0.624609375,0.7698828125,1.20703125
390,0.530859375,0.17460937499999998,0.0348828125,2.70703125
391,0.23085937499999998,0.474609375,0.5248828125,1.70703125
392,0.26835937499999996,0.437109375,0.0961328125,1.08203125
393,0.568359375,0.737109375,0.5861328125,2.08203125
394,0.718359375,0.287109375,0.3411328125,1.58203125
395,0.418359375,0.5871093749999999,0.8311328125,2.58203125
396,0.343359375,0.212109375,0.7086328125,2.83203125
397,0.643359375,0.512109375,0.2186328125,1.83203125
398,0.49335937499999993,0.36210937499999996,0.9536328125,2.33203125
399,0.193359375,0.662109375,0.4636328125,1.33203125
400,0.212109375,0.343359375,0.6167578125,2.64453125
401,0.512109375,0.643359375,0.1267578125,1.64453125
402,0.662109375,0.193359375,0.8617578124999999,2.14453125
403,0.36210937499999996,0.49335937499999993,0.3717578125,1.14453125
404,0.437109375,0.26835937499999996,0.2492578125,1.39453125
405,0.737109375,0.568359375,0.7392578125,2.39453125
406,0.5871093749999999,0.418359375,0.4942578125,1.89453125
407,0.287109375,0.718359375,0.9842578125,2.89453125
408,0.249609375,0.155859375,0.4330078125,2.26953125
409,0.549609375,0.45585937499999996,0.9230078125,1.26953125
410,0.699609375,0.305859375,0.1880078125,2.76953125
411,0.399609375,0.605859375,0.6780078125,1.76953125
412,0.324609375,0.380859375,0.8005078125,1.51953125
413,0.624609375,0.680859375,0.3105078125,2.51953125
414,0.474609375,0.23085937499999998,0.5555078125,1.01953125
415,0.17460937499999998,0.530859375,0.0655078125,2.01953125
416,0.18398437499999998,0.40898437499999996,0.3258203125,2.92578125
417,0.483984375,0.708984375,0.8158203125,1.92578125
418,0.6339843749999999,0.258984375,0.08082031249999999,2.42578125
419,0.333984375,0.558984375,0.5708203125,1.42578125
420,0.40898437499999996,0.18398437499999998,0.9383203125,1.17578125
421,0.708984375,0.483984375,0.4483203125,2.17578125
422,0.558984375,0.333984375,0.6933203125,1.67578125
423,0.258984375,0.6339843749999999,0.20332031250000002,2.67578125
424,0.296484375,0.296484375,0.6320703125,2.05078125
425,0.596484375,0.596484375,0.14207031250000002,1.05078125
426,0.746484375,0.44648437499999993,0.8770703125,2.55078125
427,0.44648437499999993,0.746484375,0.3870703125,1.55078125
428,0.371484375,0.371484375,0.0195703125,1.80078125
429,0.671484375,0.671484375,0.5095703125,2.80078125
430,0.521484375,0.221484375,0.2645703125,1.30078125
431,0.221484375,0.521484375,0.7545703125,2.30078125
432,0.202734375,0.202734375,0.1726953125,1.73828125
433,0.502734375,0.502734375,0.6626953125,2.73828125
434,0.652734375,0.352734375,0.4176953125,1.23828125
435,0.352734375,0.652734375,0.9076953125,2.23828125
436,0.427734375,0.427734375,0.5401953125,2.48828125
437,0.727734375,0.727734375,0.0501953125,1.48828125
438,0.577734375,0.277734375,0.7851953125,2.98828125
439,0.277734375,0.577734375,0.29519531250000003,1.98828125
440,0.240234375,0.31523437499999996,0.8464453125,1.36328125
441,0.5402343749999999,0.615234375,0.3564453125,2.36328125
442,0.690234375,0.165234375,0.6014453125,1.86328125
443,0.390234375,0.465234375,0.11144531249999999,2.86328125
444,0.31523437499999996,0.240234375,0.4789453125,2.61328125
445,0.615234375,0.5402343749999999,0.9689453125,1.61328125
446,0.465234375,0.390234375,0.2339453125,2.11328125
447,0.165234375,0.690234375,0.7239453125,1.11328125
448,0.160546875,0.329296875,0.2109765625,2.34765625
449,0.460546875,0.629296875,0.7009765625,1.34765625
450,0.6105468749999999,0.179296875,0.4559765625,2.84765625
451,0.310546875,0.47929687499999996,0.9459765625,1.84765625
452,0.38554687499999996,0.254296875,0.5784765625,1.59765625
453,0.685546875,0.554296875,0.0884765625,2.59765625
454,0.535546875,0.404296875,0.8234765625,1.09765625
455,0.235546875,0.704296875,0.3334765625,2.09765625
456,0.273046875,0.216796875,0.7622265625,2.72265625
457,0.573046875,0.5167968749999999,0.2722265625,1.72265625
458,0.723046875,0.366796875,0.5172265625,2.22265625
459,0.42304687499999993,0.666796875,0.027226562500000002,1.22265625
460,0.348046875,0.441796875,0.3947265625,1.47265625
461,0.648046875,0.741796875,0.8847265625,2.47265625
462,0.498046875,0.29179687499999996,0.1497265625,1.97265625
463,0.19804687499999998,0.591796875,0.6397265625,2.97265625
464,0.216796875,0.273046875,0.3028515625,1.03515625
465,0.5167968749999999,0.573046875,0.7928515625,2.03515625
466,0.666796875,0.42304687499999993,0.0578515625,1.53515625
467,0.366796875,0.723046875,0.5478515625,2.53515625
468,0.441796875,0.348046875,0.9153515624999999,2.78515625
469,0.741796875,0.648046875,0.4253515625,1.78515625
470,0.591796875,0.19804687499999998,0.6703515624999999,2.28515625
471,0.29179687499999996,0.498046875,0.1803515625,1.28515625
472,0.254296875,0.38554687499999996,0.7316015625,1.91015625
473,0.554296875,0.685546875,0.2416015625,2.91015625
474,0.704296875,0.235546875,0.9766015625,1.41015625
475,0.404296875,0.535546875,0.4866015625,2.41015625
476,0.329296875,0.160546875,0.1191015625,2.16015625
477,0.629296875,0.460546875,0.6091015625,1.16015625
478,0.47929687499999996,0.310546875,0.3641015625,2.66015625
479,0.179296875,0.6105468749999999,0.8541015625,1.66015625
480,0.169921875,0.169921875,0.5019140624999999,1.25390625
481,0.46992187499999993,0.46992187499999993,0.0119140625,2.25390625
482,0.619921875,0.319921875,0.7469140625,1.75390625
483,0.319921875,0.619921875,0.2569140625,2.75390625
484,0.394921875,0.394921875,0.1344140625,2.50390625
485,0.694921875,0.694921875,0.6244140625,1.50390625
486,0.544921875,0.244921875,0.3794140625,2.00390625
487,0.244921875,0.544921875,0.8694140625,1.00390625
488,0.282421875,0.357421875,0.4406640625,1.62890625
489,0.582421875,0.657421875,0.9306640625,2.62890625
490,0.732421875,0.20742187499999998,0.1956640625,1.12890625
491,0.43242187499999996,0.507421875,0.6856640625,2.12890625
492,0.357421875,0.282421875,0.8081640625,2.37890625
493,0.657421875,0.582421875,0.3181640625,1.37890625
494,0.507421875,0.43242187499999996,0.5631640625,2.87890625
495,0.20742187499999998,0.732421875,0.07316406249999999,1.87890625
496,0.188671875,0.413671875,0.9612890625,2.06640625
497,0.488671875,0.713671875,0.4712890625,1.06640625
498,0.638671875,0.263671875,0.7162890625,2.56640625
499,0.33867187499999996,0.5636718749999999,0.2262890625,1.56640625
500,0.413671875,0.188671875,0.3487890625,1.81640625
501,0.713671875,0.488671875,0.8387890625,2.81640625
502,0.5636718749999999,0.33867187499999996,0.10378906249999999,1.31640625
503,0.263671875,0.638671875,0.5937890625,2.31640625
504,0.226171875,0.226171875,0.0425390625,2.94140625
505,0.526171875,0.526171875,0.5325390625,1.94140625
506,0.676171875,0.376171875,0.2875390625,2.44140625
507,0.376171875,0.676171875,0.7775390625,1.44140625
